! AeroDyn v15 airfoil data file
! Generated from airfoilprep.py modified by D. Kim (Mar 14th, 2022) 
! start all comment lines with ! 
! ------------------------------------------------------------------------------
"DEFAULT"       InterpOrd    ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=1]
! ------------------------------------------------------------------------------
! 0.20          RelThickness ! The non-dimensional thickness of the airfoil (thickness/chord) [only used if UAMod=7] [default=0.2] (-)
  1             NonDimArea   ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
  103           NumCoords    ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
  0.25       0
! Airfoil: 
!  x/c        y/c
1.0012623 -0.0608128
0.9806494 -0.0563296
0.9600560 -0.0517435
0.9393884 -0.0475253
0.9185793 -0.0440657
0.8976167 -0.0417414
0.8765448 -0.0408283
0.8554569 -0.0412140
0.8344104 -0.0425954
0.8134293 -0.0448110
0.7925436 -0.0477771
0.7717641 -0.0514046
0.7510908 -0.0556082
0.7305237 -0.0602999
0.7100562 -0.0653924
0.6896693 -0.0708007
0.6693439 -0.0764478
0.6490592 -0.0822511
0.6287969 -0.0881361
0.6085412 -0.0940366
0.5882699 -0.0998835
0.5679645 -0.1056156
0.5476122 -0.1111734
0.5272014 -0.1165016
0.5067225 -0.1215519
0.4861654 -0.1262743
0.4655231 -0.1306310
0.4447957 -0.1345788
0.4239897 -0.1380814
0.4031125 -0.1411049
0.3821711 -0.1436160
0.3611722 -0.1455787
0.3401220 -0.1469446
0.3190360 -0.1476243
0.2979432 -0.1475142
0.2768749 -0.1464998
0.2558722 -0.1445380
0.2349825 -0.1416109
0.2142509 -0.1377195
0.1937194 -0.1328812
0.1734288 -0.1271151
0.1534190 -0.1204393
0.1337322 -0.1128592
0.1144252 -0.1043622
0.0955682 -0.0949145
0.0772475 -0.0844439
0.0596176 -0.0728550
0.0429102 -0.0600054
0.0274582 -0.0456537
0.0139101 -0.0295144
0.0034481 -0.0112410
-0.0012633 0.0091847
0.0032952 0.0296234
0.0138621 0.0478135
0.0276001 0.0638148
0.0432829 0.0779095
0.0602774 0.0903959
0.0782059 0.1015069
0.0968248 0.1114052
0.1159810 0.1202381
0.1355600 0.1281012
0.1554660 0.1350755
0.1756428 0.1412285
0.1960412 0.1466105
0.2166182 0.1512533
0.2373431 0.1551847
0.2581889 0.1584203
0.2791280 0.1609740
0.3001377 0.1628609
0.3211966 0.1641123
0.3422806 0.1647957
0.3633726 0.1649715
0.3844644 0.1647371
0.4055488 0.1640619
0.4266182 0.1629765
0.4476641 0.1614944
0.4686779 0.1596303
0.4896542 0.1574108
0.5105937 0.1548690
0.5314979 0.1520393
0.5523686 0.1489573
0.5732074 0.1456599
0.5940159 0.1421808
0.6147960 0.1385471
0.6355523 0.1347802
0.6562876 0.1308987
0.6770040 0.1269156
0.6977036 0.1228445
0.7183878 0.1186959
0.7390580 0.1144797
0.7597163 0.1102067
0.7803646 0.1058848
0.8010043 0.1015220
0.8216381 0.0971313
0.8422669 0.0927170
0.8628929 0.0882895
0.8835175 0.0838560
0.9041419 0.0794215
0.9247654 0.0749829
0.9453836 0.0705196
0.9659549 0.0658483
0.9855935 0.0583784
! ------------------------------------------------------------------------------
"unused"        BL_file      ! The file name including the boundary layer characteristics of the profile. Unused if the aeroacoustic module is not called.
  11        	NumTabs      ! Number of airfoil tables in this file.
! ------------------------------------------------------------------------------
! data for table	1         
! ------------------------------------------------------------------------------
  0.200000  	Re           ! Reynolds number in millions
  0.000000  	UserProp     ! User property (control) setting
Flase           InclUAdata   ! Is unsteady aerodynamics data included in this table? If TRUE, then include UA coefficients below this line. Any missing coefficients will be calculated internally.
! Table of aerodynamics coefficients
  361       	NumAlf       ! Number of data lines in the following table
!Alpha      Cl          Cd          Cm/Cp
!(deg)      (-)         (-)         (-)
-180.000000	0.000000  	0.001000  	0.000000  
-179.000000	0.052319  	0.001000  	0.040000  
-178.000000	0.104637  	0.001000  	0.080000  
-177.000000	0.156956  	0.001000  	0.120000  
-176.000000	0.209274  	0.001000  	0.160000  
-175.000000	0.261593  	0.001000  	0.200000  
-174.000000	0.313911  	0.001000  	0.240000  
-173.000000	0.366230  	0.001000  	0.280000  
-172.000000	0.418548  	0.001144  	0.320000  
-171.000000	0.470867  	0.001647  	0.360000  
-170.000000	0.523185  	0.005172  	0.394615  
-169.000000	0.575504  	0.014134  	0.419538  
-168.000000	0.627822  	0.023753  	0.442992  
-167.000000	0.680141  	0.034248  	0.464489  
-166.000000	0.732459  	0.045487  	0.485985  
-165.000000	0.784778  	0.057469  	0.507481  
-164.000000	0.837096  	0.070270  	0.528977  
-163.000000	0.889415  	0.083686  	0.550473  
-162.000000	0.941733  	0.097983  	0.571970  
-161.000000	0.994052  	0.112771  	0.593466  
-160.000000	1.046370  	0.128493  	0.605781  
-159.000000	1.098689  	0.144587  	0.614424  
-158.000000	1.151007  	0.161652  	0.617127  
-157.000000	1.203326  	0.178981  	0.618209  
-156.000000	1.255644  	0.197301  	0.619291  
-155.000000	1.307963  	0.215787  	0.620374  
-154.000000	1.360281  	0.235270  	0.621456  
-153.000000	1.412600  	0.254830  	0.622538  
-152.000000	1.375386  	0.275965  	0.619307  
-151.000000	1.338171  	0.297100  	0.616075  
-150.000000	1.300957  	0.318236  	0.612844  
-149.000000	1.263743  	0.339371  	0.609613  
-148.000000	1.230464  	0.361397  	0.602068  
-147.000000	1.201121  	0.384316  	0.590209  
-146.000000	1.171777  	0.407234  	0.578351  
-145.000000	1.142434  	0.430152  	0.566492  
-144.000000	1.113090  	0.453071  	0.554633  
-143.000000	1.088257  	0.477215  	0.543665  
-142.000000	1.063423  	0.501358  	0.532696  
-141.000000	1.038590  	0.525502  	0.521727  
-140.000000	1.013756  	0.549646  	0.510758  
-139.000000	0.990180  	0.574109  	0.503348  
-138.000000	0.967861  	0.598892  	0.499497  
-137.000000	0.945542  	0.623674  	0.495646  
-136.000000	0.923224  	0.648457  	0.491795  
-135.000000	0.900905  	0.673239  	0.487945  
-134.000000	0.879881  	0.698059  	0.484094  
-133.000000	0.858857  	0.722878  	0.480243  
-132.000000	0.837833  	0.747697  	0.476392  
-131.000000	0.816809  	0.772516  	0.472541  
-130.000000	0.796061  	0.797052  	0.470105  
-129.000000	0.775591  	0.821306  	0.469085  
-128.000000	0.755121  	0.845560  	0.468065  
-127.000000	0.734650  	0.869813  	0.467045  
-126.000000	0.714180  	0.894067  	0.466025  
-125.000000	0.693842  	0.917168  	0.465359  
-124.000000	0.673503  	0.940268  	0.464692  
-123.000000	0.653164  	0.963369  	0.464026  
-122.000000	0.632826  	0.986469  	0.463360  
-121.000000	0.612455  	1.008714  	0.463023  
-120.000000	0.592051  	1.030102  	0.463014  
-119.000000	0.571647  	1.051491  	0.463006  
-118.000000	0.551244  	1.072880  	0.462998  
-117.000000	0.530840  	1.094268  	0.462989  
-116.000000	0.510341  	1.113429  	0.463310  
-115.000000	0.489842  	1.132590  	0.463630  
-114.000000	0.469343  	1.151751  	0.463951  
-113.000000	0.448845  	1.170912  	0.464272  
-112.000000	0.428347  	1.188728  	0.464517  
-111.000000	0.407851  	1.205200  	0.464688  
-110.000000	0.387354  	1.221673  	0.464859  
-109.000000	0.366858  	1.238145  	0.465030  
-108.000000	0.346361  	1.254617  	0.465201  
-107.000000	0.326064  	1.268007  	0.465185  
-106.000000	0.305767  	1.281396  	0.465168  
-105.000000	0.285470  	1.294786  	0.465152  
-104.000000	0.265172  	1.308175  	0.465136  
-103.000000	0.245112  	1.319864  	0.464987  
-102.000000	0.225288  	1.329853  	0.464706  
-101.000000	0.205464  	1.339842  	0.464424  
-100.000000	0.185640  	1.349830  	0.464143  
-99.000000	0.165816  	1.359819  	0.463861  
-98.000000	0.146800  	1.366173  	0.462651  
-97.000000	0.127783  	1.372527  	0.461442  
-96.000000	0.108766  	1.378881  	0.460232  
-95.000000	0.089749  	1.385236  	0.459022  
-94.000000	0.071325  	1.389700  	0.457812  
-93.000000	0.053494  	1.392275  	0.456602  
-92.000000	0.035663  	1.394850  	0.455393  
-91.000000	0.017831  	1.397425  	0.454183  
-90.000000	0.000000  	1.400000  	0.452973  
-89.000000	-0.017831 	1.397425  	0.449841  
-88.000000	-0.035663 	1.394850  	0.446710  
-87.000000	-0.053494 	1.392275  	0.443578  
-86.000000	-0.071325 	1.389700  	0.440446  
-85.000000	-0.089749 	1.385236  	0.437314  
-84.000000	-0.108766 	1.378881  	0.434182  
-83.000000	-0.127783 	1.372527  	0.431051  
-82.000000	-0.146800 	1.366173  	0.427919  
-81.000000	-0.165816 	1.359819  	0.424787  
-80.000000	-0.185640 	1.349830  	0.420925  
-79.000000	-0.205464 	1.339842  	0.417064  
-78.000000	-0.225288 	1.329853  	0.413202  
-77.000000	-0.245112 	1.319864  	0.409340  
-76.000000	-0.265172 	1.308175  	0.405374  
-75.000000	-0.285470 	1.294786  	0.401304  
-74.000000	-0.305767 	1.281396  	0.397234  
-73.000000	-0.326064 	1.268007  	0.393163  
-72.000000	-0.346361 	1.254617  	0.389093  
-71.000000	-0.366858 	1.238145  	0.384897  
-70.000000	-0.387354 	1.221673  	0.380700  
-69.000000	-0.407851 	1.205200  	0.376504  
-68.000000	-0.428347 	1.188728  	0.372307  
-67.000000	-0.448845 	1.170912  	0.368060  
-66.000000	-0.469343 	1.151751  	0.363763  
-65.000000	-0.489842 	1.132590  	0.359466  
-64.000000	-0.510341 	1.113429  	0.355168  
-63.000000	-0.530840 	1.094268  	0.350871  
-62.000000	-0.551244 	1.072880  	0.346687  
-61.000000	-0.571647 	1.051491  	0.342502  
-60.000000	-0.592051 	1.030102  	0.338318  
-59.000000	-0.612455 	1.008714  	0.334133  
-58.000000	-0.632826 	0.986469  	0.330062  
-57.000000	-0.653164 	0.963369  	0.326104  
-56.000000	-0.673503 	0.940268  	0.322145  
-55.000000	-0.693842 	0.917168  	0.318187  
-54.000000	-0.714180 	0.894067  	0.314228  
-53.000000	-0.734650 	0.869813  	0.310324  
-52.000000	-0.755121 	0.845560  	0.306420  
-51.000000	-0.775591 	0.821306  	0.302515  
-50.000000	-0.796061 	0.797052  	0.298611  
-49.000000	-0.816809 	0.772516  	0.294924  
-48.000000	-0.837833 	0.747697  	0.291454  
-47.000000	-0.858857 	0.722878  	0.287983  
-46.000000	-0.879881 	0.698059  	0.284513  
-45.000000	-0.900905 	0.673239  	0.281043  
-44.000000	-0.923224 	0.648457  	0.277572  
-43.000000	-0.945542 	0.623674  	0.274102  
-42.000000	-0.967861 	0.598892  	0.270632  
-41.000000	-0.990180 	0.574109  	0.267161  
-40.000000	-1.013756 	0.549646  	0.263427  
-39.000000	-1.038590 	0.525502  	0.259429  
-38.000000	-1.063423 	0.501358  	0.255431  
-37.000000	-1.088257 	0.477215  	0.251433  
-36.000000	-1.113090 	0.453071  	0.247435  
-35.000000	-1.142434 	0.430152  	0.243371  
-34.000000	-1.171777 	0.407234  	0.239307  
-33.000000	-1.201121 	0.384316  	0.235243  
-32.000000	-1.230464 	0.361397  	0.231179  
-31.000000	-1.263743 	0.339371  	0.224521  
-30.000000	-1.300957 	0.318236  	0.215268  
-29.000000	-1.338171 	0.297100  	0.206016  
-28.000000	-1.375386 	0.275965  	0.196763  
-27.000000	-1.412600 	0.254830  	0.187510  
-26.000000	-1.356565 	0.244760  	0.175664  
-25.000000	-1.300530 	0.234690  	0.163817  
-24.000000	-1.244495 	0.224620  	0.151970  
-23.000000	-1.188460 	0.214550  	0.140123  
-22.000000	-1.132425 	0.204480  	0.128276  
-21.000000	-1.076390 	0.194410  	0.116412  
-20.000000	-1.020355 	0.184340  	0.104505  
-19.000000	-0.964320 	0.174270  	0.092135  
-18.000000	-0.908285 	0.164200  	0.079687  
-17.000000	-0.852250 	0.154130  	0.067240  
-16.000000	-0.796215 	0.144060  	0.054792  
-15.000000	-0.740180 	0.133990  	0.042345  
-14.000000	-0.684145 	0.123920  	0.029897  
-13.000000	-0.628110 	0.113850  	0.017449  
-12.000000	-0.572075 	0.103780  	0.005002  
-11.000000	-0.516040 	0.093710  	-0.007550 
-10.000000	-0.460005 	0.083640  	-0.020363 
-9.000000 	-0.403970 	0.073570  	-0.035996 
-8.000000 	-0.347935 	0.063500  	-0.052098 
-7.000000 	-0.291900 	0.053430  	-0.068200 
-6.000000 	-0.177600 	0.052180  	-0.072100 
-5.000000 	-0.016800 	0.043170  	-0.100500 
-4.000000 	0.160500  	0.038120  	-0.126600 
-3.000000 	0.322600  	0.036160  	-0.144300 
-2.000000 	0.443400  	0.036790  	-0.147000 
-1.000000 	0.591200  	0.036170  	-0.158900 
0.000000  	0.725500  	0.036420  	-0.166000 
1.000000  	0.852900  	0.036970  	-0.171000 
2.000000  	0.991300  	0.037150  	-0.179700 
3.000000  	1.112400  	0.038020  	-0.182800 
4.000000  	1.237100  	0.038770  	-0.187400 
5.000000  	1.365500  	0.039530  	-0.193100 
6.000000  	1.492200  	0.040470  	-0.198500 
7.000000  	1.597700  	0.041630  	-0.198000 
