! AeroDyn v15 airfoil data file
! Generated from airfoilprep.py modified by D. Kim (Mar 14th, 2022) 
! start all comment lines with ! 
! ------------------------------------------------------------------------------
"DEFAULT"       InterpOrd    ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=1]
! ------------------------------------------------------------------------------
! 0.20          RelThickness ! The non-dimensional thickness of the airfoil (thickness/chord) [only used if UAMod=7] [default=0.2] (-)
  1             NonDimArea   ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
  103           NumCoords    ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
  0.25       0
! Airfoil: 
!  x/c        y/c
1.0013322 -0.0000004
0.9811070 0.0045330
0.9608966 0.0091365
0.9406005 0.0133412
0.9201634 0.0168114
0.8995767 0.0192249
0.8788861 0.0203094
0.8581644 0.0201354
0.8374735 0.0189649
0.8168414 0.0169549
0.7962992 0.0141902
0.7758611 0.0107493
0.7555292 0.0067142
0.7353062 0.0021684
0.7151878 -0.0028008
0.6951559 -0.0081107
0.6751907 -0.0136795
0.6552730 -0.0194291
0.6353857 -0.0252879
0.6155118 -0.0311843
0.5956304 -0.0370535
0.5757209 -0.0428304
0.5557715 -0.0484639
0.5357684 -0.0538941
0.5157015 -0.0590753
0.4955599 -0.0639585
0.4753353 -0.0685021
0.4550274 -0.0726695
0.4346388 -0.0764166
0.4141764 -0.0797201
0.3936450 -0.0825429
0.3730511 -0.0848602
0.3524007 -0.0866407
0.3317050 -0.0878527
0.3109824 -0.0884384
0.2902545 -0.0884035
0.2695427 -0.0876795
0.2488698 -0.0862496
0.2282573 -0.0840968
0.2077278 -0.0812221
0.1873107 -0.0776304
0.1670343 -0.0733252
0.1469269 -0.0683030
0.1270173 -0.0625543
0.1073460 -0.0560340
0.0879604 -0.0486809
0.0689636 -0.0403824
0.0505166 -0.0309612
0.0328755 -0.0200833
0.0166694 -0.0072012
0.0034683 0.0087079
-0.0010111 0.0284802
0.0076744 0.0471032
0.0217654 0.0622305
0.0382123 0.0748425
0.0559159 0.0855699
0.0744481 0.0948679
0.0935311 0.1029898
0.1129885 0.1101189
0.1327425 0.1163957
0.1527212 0.1219260
0.1728680 0.1267916
0.1931515 0.1310570
0.2135449 0.1347687
0.2340244 0.1379614
0.2545743 0.1406582
0.2751823 0.1428728
0.2958365 0.1446166
0.3165258 0.1458927
0.3372384 0.1467062
0.3579626 0.1470417
0.3786879 0.1469516
0.3994059 0.1463730
0.4201084 0.1453541
0.4407863 0.1438995
0.4614303 0.1420193
0.4820329 0.1397414
0.5025896 0.1371025
0.5231025 0.1341432
0.5435750 0.1309052
0.5640110 0.1274312
0.5844146 0.1237645
0.6047863 0.1199290
0.6251283 0.1159492
0.6454452 0.1118441
0.6657395 0.1076276
0.6860134 0.1033126
0.7062695 0.0989138
0.7265083 0.0944361
0.7467319 0.0898915
0.7669428 0.0852915
0.7871425 0.0806423
0.8073339 0.0759565
0.8275181 0.0712399
0.8476964 0.0664981
0.8678718 0.0617440
0.8880455 0.0569829
0.9082186 0.0522194
0.9283899 0.0474481
0.9485515 0.0426360
0.9685750 0.0372983
0.9856617 0.0260970
! ------------------------------------------------------------------------------
"unused"        BL_file      ! The file name including the boundary layer characteristics of the profile. Unused if the aeroacoustic module is not called.
  11        	NumTabs      ! Number of airfoil tables in this file.
! ------------------------------------------------------------------------------
! data for table	1         
! ------------------------------------------------------------------------------
  0.200000  	Re           ! Reynolds number in millions
  0.000000  	UserProp     ! User property (control) setting
Flase           InclUAdata   ! Is unsteady aerodynamics data included in this table? If TRUE, then include UA coefficients below this line. Any missing coefficients will be calculated internally.
! Table of aerodynamics coefficients
  361       	NumAlf       ! Number of data lines in the following table
!Alpha      Cl          Cd          Cm/Cp
!(deg)      (-)         (-)         (-)
-180.000000	0.000000  	0.001000  	0.000000  
-179.000000	0.048422  	0.001000  	0.040000  
-178.000000	0.096843  	0.001000  	0.080000  
-177.000000	0.145265  	0.001000  	0.120000  
-176.000000	0.193687  	0.001000  	0.160000  
-175.000000	0.242109  	0.001000  	0.200000  
-174.000000	0.290530  	0.001000  	0.240000  
-173.000000	0.338952  	0.002307  	0.280000  
-172.000000	0.387374  	0.005357  	0.320000  
-171.000000	0.435796  	0.012015  	0.360000  
-170.000000	0.484217  	0.019846  	0.397070  
-169.000000	0.532639  	0.028817  	0.416561  
-168.000000	0.581061  	0.038438  	0.435076  
-167.000000	0.629483  	0.048710  	0.452613  
-166.000000	0.677904  	0.060068  	0.470151  
-165.000000	0.726326  	0.071871  	0.487689  
-164.000000	0.774748  	0.084639  	0.505227  
-163.000000	0.823170  	0.098086  	0.522765  
-162.000000	0.871591  	0.112042  	0.540303  
-161.000000	0.920013  	0.127058  	0.557840  
-160.000000	0.968435  	0.142469  	0.569488  
-159.000000	1.016857  	0.158660  	0.566410  
-158.000000	1.065278  	0.175519  	0.560542  
-157.000000	1.113700  	0.192750  	0.553124  
-156.000000	1.088591  	0.211830  	0.545706  
-155.000000	1.063482  	0.230910  	0.538289  
-154.000000	1.038373  	0.249991  	0.530871  
-153.000000	1.013264  	0.269071  	0.523453  
-152.000000	0.989691  	0.288651  	0.516270  
-151.000000	0.971749  	0.310063  	0.509952  
-150.000000	0.953806  	0.331475  	0.503633  
-149.000000	0.935864  	0.352887  	0.497315  
-148.000000	0.917922  	0.374299  	0.490996  
-147.000000	0.901446  	0.396457  	0.485084  
-146.000000	0.886924  	0.419609  	0.479712  
-145.000000	0.872402  	0.442760  	0.474340  
-144.000000	0.857881  	0.465912  	0.468969  
-143.000000	0.843359  	0.489064  	0.463597  
-142.000000	0.829712  	0.512923  	0.459565  
-141.000000	0.816550  	0.537175  	0.456278  
-140.000000	0.803389  	0.561427  	0.452991  
-139.000000	0.790227  	0.585679  	0.449704  
-138.000000	0.777066  	0.609931  	0.446417  
-137.000000	0.764046  	0.634552  	0.445334  
-136.000000	0.751050  	0.659234  	0.444618  
-135.000000	0.738054  	0.683916  	0.443901  
-134.000000	0.725058  	0.708598  	0.443185  
-133.000000	0.712025  	0.733262  	0.442511  
-132.000000	0.698503  	0.757693  	0.442375  
-131.000000	0.684981  	0.782123  	0.442240  
-130.000000	0.671459  	0.806554  	0.442104  
-129.000000	0.657937  	0.830985  	0.441969  
-128.000000	0.644159  	0.855151  	0.442131  
-127.000000	0.629742  	0.878657  	0.443035  
-126.000000	0.615325  	0.902163  	0.443940  
-125.000000	0.600909  	0.925668  	0.444845  
-124.000000	0.586492  	0.949174  	0.445750  
-123.000000	0.571556  	0.971893  	0.446669  
-122.000000	0.556101  	0.993826  	0.447603  
-121.000000	0.540646  	1.015759  	0.448537  
-120.000000	0.525190  	1.037691  	0.449471  
-119.000000	0.509735  	1.059624  	0.450405  
-118.000000	0.493555  	1.080002  	0.451395  
-117.000000	0.477085  	1.099758  	0.452409  
-116.000000	0.460615  	1.119515  	0.453422  
-115.000000	0.444146  	1.139271  	0.454435  
-114.000000	0.427676  	1.159027  	0.455449  
-113.000000	0.410405  	1.176259  	0.456323  
-112.000000	0.393073  	1.193296  	0.457186  
-111.000000	0.375741  	1.210334  	0.458049  
-110.000000	0.358409  	1.227371  	0.458912  
-109.000000	0.340990  	1.243953  	0.459677  
-108.000000	0.323050  	1.257805  	0.459851  
-107.000000	0.305109  	1.271656  	0.460026  
-106.000000	0.287169  	1.285508  	0.460200  
-105.000000	0.269229  	1.299360  	0.460375  
-104.000000	0.251191  	1.311939  	0.460504  
-103.000000	0.232976  	1.322227  	0.460551  
-102.000000	0.214761  	1.332515  	0.460597  
-101.000000	0.196546  	1.342804  	0.460644  
-100.000000	0.178332  	1.353092  	0.460691  
-99.000000	0.160185  	1.361185  	0.459997  
-98.000000	0.142090  	1.367632  	0.458747  
-97.000000	0.123995  	1.374078  	0.457497  
-96.000000	0.105900  	1.380525  	0.456247  
-95.000000	0.087805  	1.386972  	0.454996  
-94.000000	0.070148  	1.390265  	0.453746  
-93.000000	0.052611  	1.392699  	0.452496  
-92.000000	0.035074  	1.395133  	0.451246  
-91.000000	0.017537  	1.397566  	0.449996  
-90.000000	0.000000  	1.400000  	0.448746  
-89.000000	-0.017537 	1.397566  	0.445671  
-88.000000	-0.035074 	1.395133  	0.442596  
-87.000000	-0.052611 	1.392699  	0.439521  
-86.000000	-0.070148 	1.390265  	0.436445  
-85.000000	-0.087805 	1.386972  	0.433370  
-84.000000	-0.105900 	1.380525  	0.430295  
-83.000000	-0.123995 	1.374078  	0.427220  
-82.000000	-0.142090 	1.367632  	0.424145  
-81.000000	-0.160185 	1.361185  	0.421070  
-80.000000	-0.178332 	1.353092  	0.417555  
-79.000000	-0.196546 	1.342804  	0.413452  
-78.000000	-0.214761 	1.332515  	0.409349  
-77.000000	-0.232976 	1.322227  	0.405246  
-76.000000	-0.251191 	1.311939  	0.401144  
-75.000000	-0.269229 	1.299360  	0.396976  
-74.000000	-0.287169 	1.285508  	0.392772  
-73.000000	-0.305109 	1.271656  	0.388568  
-72.000000	-0.323050 	1.257805  	0.384364  
-71.000000	-0.340990 	1.243953  	0.380160  
-70.000000	-0.358409 	1.227371  	0.375593  
-69.000000	-0.375741 	1.210334  	0.370965  
-68.000000	-0.393073 	1.193296  	0.366337  
-67.000000	-0.410405 	1.176259  	0.361710  
-66.000000	-0.427676 	1.159027  	0.357075  
-65.000000	-0.444146 	1.139271  	0.352355  
-64.000000	-0.460615 	1.119515  	0.347635  
-63.000000	-0.477085 	1.099758  	0.342915  
-62.000000	-0.493555 	1.080002  	0.338194  
-61.000000	-0.509735 	1.059624  	0.333481  
-60.000000	-0.525190 	1.037691  	0.328787  
-59.000000	-0.540646 	1.015759  	0.324092  
-58.000000	-0.556101 	0.993826  	0.319397  
-57.000000	-0.571556 	0.971893  	0.314703  
-56.000000	-0.586492 	0.949174  	0.310013  
-55.000000	-0.600909 	0.925668  	0.305327  
-54.000000	-0.615325 	0.902163  	0.300642  
-53.000000	-0.629742 	0.878657  	0.295957  
-52.000000	-0.644159 	0.855151  	0.291271  
-51.000000	-0.657937 	0.830985  	0.286729  
-50.000000	-0.671459 	0.806554  	0.282244  
-49.000000	-0.684981 	0.782123  	0.277758  
-48.000000	-0.698503 	0.757693  	0.273273  
-47.000000	-0.712025 	0.733262  	0.268788  
-46.000000	-0.725058 	0.708598  	0.264406  
-45.000000	-0.738054 	0.683916  	0.260033  
-44.000000	-0.751050 	0.659234  	0.255659  
-43.000000	-0.764046 	0.634552  	0.251285  
-42.000000	-0.777066 	0.609931  	0.246894  
-41.000000	-0.790227 	0.585679  	0.242396  
-40.000000	-0.803389 	0.561427  	0.237897  
-39.000000	-0.816550 	0.537175  	0.233399  
-38.000000	-0.829712 	0.512923  	0.228901  
-37.000000	-0.843359 	0.489064  	0.224367  
-36.000000	-0.857881 	0.465912  	0.219767  
-35.000000	-0.872402 	0.442760  	0.215168  
-34.000000	-0.886924 	0.419609  	0.210569  
-33.000000	-0.901446 	0.396457  	0.205969  
-32.000000	-0.917922 	0.374299  	0.200189  
-31.000000	-0.935864 	0.352887  	0.193523  
-30.000000	-0.953806 	0.331475  	0.186857  
-29.000000	-0.971749 	0.310063  	0.180191  
-28.000000	-0.989691 	0.288651  	0.173525  
-27.000000	-1.013264 	0.269071  	0.164974  
-26.000000	-1.038373 	0.249991  	0.155908  
-25.000000	-1.063482 	0.230910  	0.146842  
-24.000000	-1.088591 	0.211830  	0.137776  
-23.000000	-1.113700 	0.192750  	0.128710  
-22.000000	-1.065329 	0.182804  	0.119644  
-21.000000	-1.016957 	0.172857  	0.110578  
-20.000000	-0.968586 	0.162911  	0.101513  
-19.000000	-0.920214 	0.152964  	0.088528  
-18.000000	-0.871843 	0.143018  	0.075543  
-17.000000	-0.823471 	0.133071  	0.062558  
-16.000000	-0.775100 	0.123125  	0.049574  
-15.000000	-0.726729 	0.113179  	0.036589  
-14.000000	-0.678357 	0.103232  	0.023604  
-13.000000	-0.629986 	0.093286  	0.010620  
-12.000000	-0.581614 	0.083339  	-0.002365 
-11.000000	-0.533243 	0.073393  	-0.015350 
-10.000000	-0.484871 	0.063446  	-0.038925 
-9.000000 	-0.436500 	0.053500  	-0.062500 
-8.000000 	-0.225500 	0.050560  	-0.085200 
-7.000000 	-0.163500 	0.044430  	-0.089400 
-6.000000 	-0.084200 	0.041400  	-0.090200 
-5.000000 	-0.006900 	0.035070  	-0.098400 
-4.000000 	0.102900  	0.032690  	-0.103900 
-3.000000 	0.232300  	0.029300  	-0.116000 
-2.000000 	0.375400  	0.026860  	-0.128800 
-1.000000 	0.507100  	0.026240  	-0.135600 
0.000000  	0.636600  	0.025880  	-0.141900 
1.000000  	0.764000  	0.025810  	-0.147200 
2.000000  	0.890700  	0.025860  	-0.152000 
3.000000  	1.015400  	0.025940  	-0.156200 
4.000000  	1.137100  	0.025870  	-0.159600 
5.000000  	1.253200  	0.025820  	-0.161700 
6.000000  	1.365600  	0.025620  	-0.163000 
7.000000  	1.462000  	0.025550  	-0.161000 
